Municipality,ISTAT Code,Cadastral Code,Year of Construction,Climate Zone,Winter Energy,Sanitary Energy,Global Energy Location,Non-Renewable Global Energy Performance,Renewable Global Energy Performance,Degree Days,CO2 Emission,ID
Spormaggiore,22180,361,1900,F,129.05,27.52,181.94,0.0,0.0,3272,31.7,1982
Pelugo,22138,271,1997,F,90.09,22.78,129.84,0.0,0.0,3408,30.0,1983
Bedollo,22011,20,1984,F,126.07,5.83,179.65,0.0,0.0,4043,26.51,1984
Spormaggiore,22180,361,1900,F,131.18,0.93,154.54,0.0,0.0,3272,30.38,1985
Garniga Terme,22091,162,1900,F,405.25,34.46,552.93,0.0,0.0,3654,0.55,1986
Bleggio Superiore,22017,90,1900,F,97.64,24.3,152.65,0.0,0.0,3349,32.97,1987
Calceranica al Lago,22032,53,2004,F,46.7,19.5,75.7,0.0,0.0,3066,13.2,1988
Calceranica al Lago,22032,53,1977,F,56.2,21.1,87.5,0.0,0.0,3066,15.4,1989
Calceranica al Lago,22032,53,1977,F,37.1,32.0,76.5,0.0,0.0,3066,13.8,1990
Giustino,22093,164,2012,F,30.82,4.5,50.9,0.0,0.0,3592,22.41,1991
Giustino,22093,164,2012,F,29.35,4.6,49.53,0.0,0.0,3592,21.55,1992
Molveno,22120,240,1950,F,135.52,0.35,185.0,0.0,0.0,3740,36.3,1993
Fornace,22089,156,1900,F,104.2,31.72,164.71,0.0,0.0,3545,27.5,1994
Fornace,22089,156,1900,F,93.64,31.92,153.9,0.0,0.0,3545,25.45,1995
Pieve Tesino,22142,278,1880,F,115.05,28.22,166.31,0.0,0.0,3706,28.98,1996
Volano,22224,442,1966,E,246.67,20.36,268.86,0.0,0.0,2689,54.0,1997
Massimeno,22112,218,1995,F,157.19,49.23,274.65,0.0,0.0,3734,53.2,1998
Calliano,22035,56,1955,E,154.33,18.45,173.35,0.0,0.0,2686,31.44,1999
Calliano,22035,56,1955,E,147.94,17.5,171.33,0.0,0.0,2686,26.45,2000
Ronchi Valsugana,22157,314,1994,F,90.1,20.98,130.36,0.0,0.0,3601,7.2,2001
Cis,22060,104,1994,F,202.35,56.69,322.06,0.0,0.0,3381,69.23,2002
Ronchi Valsugana,22157,314,2007,F,148.11,11.86,189.56,0.0,0.0,3601,3.5,2003
Sfruz,22173,352,1980,F,177.08,76.87,304.7,0.0,0.0,3974,67.65,2004
Spormaggiore,22180,361,1900,F,190.05,28.2,254.84,0.0,0.0,3272,44.37,2005
Soraga di Fassa,22176,356,1989,F,138.48,70.36,298.23,0.0,0.0,4294,33.13,2006
Sporminore,22181,362,1900,F,369.07,24.21,451.59,0.0,0.0,3194,78.57,2007
Sporminore,22181,362,1900,F,402.39,24.19,490.38,0.0,0.0,3194,85.23,2008
Samone,22165,329,1964,F,173.43,26.46,239.27,0.0,0.0,3441,40.25,2009
Trambileno,22203,404,2009,F,48.62,16.17,75.2,0.0,0.0,3210,2.99,2010
Cis,22060,104,1600,F,281.64,19.12,348.85,0.0,0.0,3381,69.17,2011
Pieve Tesino,22142,278,1976,F,296.56,31.69,401.95,0.0,0.0,3706,0.0,2012
Ossana,22131,261,1930,F,265.0,14.0,355.0,0.0,0.0,3955,31.51,2013
Garniga Terme,22091,162,2007,F,85.32,61.46,177.21,0.0,0.0,3654,35.13,2014
Sarnonico,22170,338,1996,F,96.19,0.29,127.65,0.0,0.0,3893,22.76,2015
Spormaggiore,22180,361,1965,F,94.35,21.81,143.45,0.0,0.0,3272,30.0,2016
Fornace,22089,156,1960,F,358.59,26.86,487.3,0.0,0.0,3545,77.0,2017
Fornace,22089,156,1972,F,176.5,25.21,263.06,0.0,0.0,3545,41.0,2018
Sporminore,22181,362,1975,F,288.09,19.35,340.42,0.0,0.0,3194,61.42,2019
Trambileno,22203,404,2000,F,109.52,18.77,136.85,0.0,0.0,3210,25.6,2020
Novaledo,22129,257,1900,F,107.25,24.26,141.51,0.0,0.0,3026,26.7,2021
Novaledo,22129,257,1900,F,184.29,23.22,218.24,0.0,0.0,3026,42.0,2022
PalÃ¹ del Fersina,22133,263,1997,F,203.6,38.88,352.01,0.0,0.0,4512,64.2,2023
Cavedago,22052,88,1999,F,150.11,29.06,225.25,0.0,0.0,3739,40.37,2024
Bieno,22015,25,1950,F,197.82,43.17,312.71,0.0,0.0,3880,49.05,2025
Vermiglio,22213,420,1967,F,234.59,24.32,423.53,0.0,0.0,4358,68.4,2026
Terzolas,22195,392,2004,F,81.3,34.7,139.4,0.0,0.0,3569,23.9,2027
Samone,22165,329,1875,F,20.55,28.03,56.14,0.0,0.0,3441,9.89,2028
RuffrÃ¨-Mendola,22162,323,1700,F,424.74,37.07,609.97,0.0,0.0,4263,106.21,2029
PalÃ¹ del Fersina,22133,263,1989,F,104.48,18.77,171.27,0.0,0.0,4512,32.68,2030
Nomi,22128,255,1740,E,106.97,24.21,131.29,0.0,0.0,2674,27.01,2031
Ronzone,22159,318,1970,F,217.46,19.7,350.86,0.0,0.0,4082,62.48,2032
Capriana,22040,68,1987,F,142.97,1.7,186.62,0.0,0.0,4039,33.66,2033
Cinte Tesino,22059,102,1920,F,425.45,62.9,613.66,0.0,0.0,3718,126.78,2034
FiavÃ¨,22083,373,2012,F,65.66,11.93,98.78,0.0,0.0,3434,15.45,2035
FiavÃ¨,22083,373,2012,F,31.82,12.46,52.34,0.0,0.0,3434,8.82,2036
FiavÃ¨,22083,148,1970,F,388.77,62.43,559.99,0.0,0.0,3434,89.88,2037
FiavÃ¨,22083,373,2012,F,108.24,9.49,146.84,0.0,0.0,3434,23.45,2038
Segonzano,22172,345,1950,F,290.82,20.45,353.15,0.0,0.0,3420,62.2,2039
Bleggio Superiore,22017,204,1975,F,40.6,0.4,51.4,0.0,0.0,3349,24.7,2040
Rabbi,22150,300,1900,F,39.14,20.85,89.39,0.0,0.0,4099,14.11,2041
Bleggio Superiore,22017,204,1975,F,49.2,0.5,63.1,0.0,0.0,3349,29.9,2042
Rabbi,22150,300,1900,F,41.93,18.75,90.09,0.0,0.0,4099,14.28,2043
Cimone,22058,101,1920,F,317.6,27.07,375.58,0.0,0.0,3218,77.4,2044
Rabbi,22150,300,1900,F,29.63,21.14,74.42,0.0,0.0,4099,11.93,2045
PanchiÃ ,22134,264,2002,F,131.0,11.8,168.8,0.0,0.0,3921,32.2,2046
Drena,22078,139,2014,F,16.94,14.22,33.92,0.0,0.0,3012,6.22,2047
Rabbi,22150,300,1900,F,28.23,18.76,69.09,0.0,0.0,4099,11.04,2048
Caderzone Terme,22029,49,1999,F,169.46,26.83,250.23,0.0,0.0,3519,45.6,2049
Calliano,22035,85,1970,E,10.66,0.53,11.23,0.0,0.0,2686,2.28,2050
Bleggio Superiore,22017,303,2006,F,88.63,22.38,133.25,0.0,0.0,3349,25.32,2051
Ossana,22131,261,1994,F,36.97,2.67,57.15,0.0,0.0,3955,10.64,2052
Ossana,22131,261,1994,F,40.82,2.58,61.43,0.0,0.0,3955,11.65,2053
Fai della Paganella,22081,144,1900,F,279.2,19.3,405.0,0.0,0.0,3884,59.6,2054
Trambileno,22203,404,1991,F,137.73,9.32,174.7,0.0,0.0,3210,32.64,2055
Stenico,22182,363,1920,F,265.17,53.29,368.26,0.0,0.0,3411,87.03,2056
Cavedago,22052,88,2005,F,131.26,32.47,192.56,0.0,0.0,3739,33.16,2057
Spormaggiore,22180,361,1970,F,71.71,25.63,113.5,0.0,0.0,3272,19.74,2058
Giovo,22092,163,1600,F,446.57,62.89,577.39,0.0,0.0,3059,250.0,2059
PanchiÃ ,22134,264,1996,F,73.95,23.58,130.62,0.0,0.0,3921,15.52,2060
Valfloriana,22209,412,1990,F,116.79,28.43,190.51,0.0,0.0,3721,31.5,2061
Soraga di Fassa,22176,356,1989,F,120.75,33.95,246.37,0.0,0.0,4294,51.0,2062
Cavedago,22052,88,1982,F,169.66,23.19,237.69,0.0,0.0,3739,38.81,2063
Rabbi,22150,300,1900,F,455.51,59.11,746.58,0.0,0.0,4099,222.93,2064
Bedollo,22011,20,2013,F,32.45,13.98,69.62,0.0,0.0,4043,15.0,2065
Ospedaletto,22130,260,1930,E,314.47,17.8,359.01,0.0,0.0,2952,144.25,2066
Sfruz,22173,352,1900,F,67.42,24.43,132.92,0.0,0.0,3974,21.6,2067
Campodenno,22037,61,1975,F,310.6,25.67,372.86,0.0,0.0,3224,89.84,2068
Segonzano,22172,345,1800,F,300.59,19.59,374.62,0.0,0.0,3420,0.0,2069
Lona-Lases,22108,199,1900,F,139.3,44.32,215.26,0.0,0.0,3388,8.83,2070
Ospedaletto,22130,260,1970,E,40.4,8.76,53.42,0.0,0.0,2952,12.0,2071
Fai della Paganella,22081,144,1900,F,262.2,19.0,383.3,0.0,0.0,3884,56.2,2072
Sant'Orsola Terme,22168,334,2005,F,58.32,31.94,119.48,0.0,0.0,3729,21.28,2073
Capriana,22040,320,1900,F,224.57,22.1,363.09,0.0,0.0,4039,77.0,2074
Livo,22106,192,2012,F,20.47,7.65,38.57,0.0,0.0,3547,1.0,2075
Samone,22165,329,1920,F,213.91,21.27,302.45,0.0,0.0,3441,61.0,2076
Cis,22060,104,1980,F,110.84,26.32,171.72,0.0,0.0,3381,36.61,2077
Rabbi,22150,300,1930,F,209.9,27.6,342.2,0.0,0.0,4099,47.1,2078
Rabbi,22150,300,1930,F,209.9,27.6,342.2,0.0,0.0,4099,47.1,2079
Bocenago,22018,28,2006,F,92.64,21.6,152.97,0.0,0.0,3561,26.14,2080
Bocenago,22018,28,2006,F,43.51,20.54,81.93,0.0,0.0,3561,14.64,2081
Bocenago,22018,28,2006,F,46.31,19.4,85.79,0.0,0.0,3561,15.02,2082
Calliano,22035,56,2006,E,65.35,20.97,86.33,0.0,0.0,2686,17.8,2083
Caldes,22033,54,1947,F,125.75,62.9,228.33,0.0,0.0,3326,62.44,2084
Segonzano,22172,345,1900,F,344.91,21.3,415.43,0.0,0.0,3420,73.2,2085
Giovo,22092,163,1977,F,159.82,7.57,197.41,0.0,0.0,3059,40.0,2086
Giovo,22092,163,1977,F,175.16,21.11,228.55,0.0,0.0,3059,46.0,2087
Calliano,22035,56,2008,E,64.27,23.13,88.12,0.0,0.0,2686,17.71,2088
Bocenago,22018,28,1912,F,26.87,0.62,36.12,0.0,0.0,3561,7.36,2089
Giustino,22093,164,1995,F,178.3,43.8,275.5,0.0,0.0,3592,58.0,2090
Sanzeno,22169,335,1948,F,195.82,29.42,280.15,0.0,0.0,3237,58.5,2091
Stenico,22182,363,1920,F,287.97,61.6,398.58,0.0,0.0,3411,28.6,2092
Sanzeno,22169,335,1999,F,236.79,25.66,327.74,0.0,0.0,3237,68.6,2093
Giovo,22092,163,1950,F,1066.35,40.17,1304.04,0.0,0.0,3059,479.34,2094
Imer,22097,171,1859,F,293.19,24.66,423.19,0.0,0.0,3436,83.5,2095
Tenna,22190,383,1900,F,231.38,28.5,281.3,0.0,0.0,3173,51.92,2096
Sanzeno,22169,15,1850,F,247.32,22.21,335.87,0.0,0.0,3237,76.0,2097
Vermiglio,22213,420,1975,F,167.5,38.9,341.1,0.0,0.0,4358,53.3,2098
Giovo,22092,163,1900,F,402.34,0.0,462.05,0.0,0.0,3059,108.74,2099
Soraga di Fassa,22176,356,2005,F,185.11,19.8,319.57,0.0,0.0,4294,85.0,2100
Trambileno,22203,404,2013,F,142.14,8.94,180.74,0.0,0.0,3210,2.29,2101
Vermiglio,22213,420,1975,F,190.4,30.1,280.2,0.0,0.0,4358,72.3,2102
Fai della Paganella,22081,144,1900,F,251.9,19.0,370.1,0.0,0.0,3884,54.1,2103
Bedollo,22011,20,1870,F,243.16,25.15,347.54,0.0,0.0,4043,65.34,2104
Molveno,22120,240,1992,F,87.58,8.03,120.71,0.0,0.0,3740,25.41,2105
Bedollo,22011,20,1700,F,209.87,24.11,315.72,0.0,0.0,4043,64.0,2106
RuffrÃ¨-Mendola,22162,323,1910,F,523.74,34.37,744.07,0.0,0.0,4263,128.36,2107
RuffrÃ¨-Mendola,22162,323,1990,F,69.74,30.3,153.39,0.0,0.0,4263,16.57,2108
RuffrÃ¨-Mendola,22162,323,1990,F,93.12,58.6,212.56,0.0,0.0,4263,22.18,2109
Vermiglio,22213,420,2013,F,26.56,12.32,57.41,0.0,0.0,4358,16.85,2110
Spormaggiore,22180,361,1850,F,232.56,31.78,291.04,0.0,0.0,3272,60.8,2111
Drena,22078,139,1990,F,76.55,20.75,104.51,0.0,0.0,3012,19.44,2112
Torcegno,22202,401,1970,F,209.56,8.16,274.16,0.0,0.0,3590,59.99,2113
Segonzano,22172,351,1880,F,356.98,33.86,451.21,0.0,0.0,3420,78.08,2114
Giustino,22093,164,1974,F,62.6,31.5,115.0,0.0,0.0,3592,23.4,2115
Massimeno,22112,218,1930,F,14.78,35.17,56.65,0.0,0.0,3734,7.2,2116
Sant'Orsola Terme,22168,334,2008,F,48.28,11.41,75.39,0.0,0.0,3729,12.31,2117
Stenico,22182,363,2011,F,47.58,20.3,81.51,0.0,0.0,3411,1.14,2118
Nomi,22128,255,1760,E,52.76,20.66,74.44,0.0,0.0,2674,10.51,2119
Fornace,22089,156,1846,F,227.83,18.8,298.86,0.0,0.0,3545,45.79,2120
Fornace,22089,156,1846,F,182.72,4.3,228.22,0.0,0.0,3545,36.9,2121
Valfloriana,22209,412,1986,F,114.31,45.53,197.31,0.0,0.0,3721,40.96,2122
PanchiÃ ,22134,264,1982,F,52.41,33.42,121.41,0.0,0.0,3921,33.0,2123
Valfloriana,22209,412,1900,F,329.58,47.65,478.21,0.0,0.0,3721,86.76,2124
Samone,22165,329,2000,F,87.57,27.49,138.04,0.0,0.0,3441,23.89,2125
Caderzone Terme,22029,49,1950,F,272.75,61.52,412.42,0.0,0.0,3519,27.61,2126
Caderzone Terme,22029,49,1950,F,214.95,60.97,341.34,0.0,0.0,3519,27.17,2127
Ossana,22131,261,1980,F,255.43,57.97,384.97,0.0,0.0,3955,94.73,2128
Giovo,22092,163,1998,F,106.62,31.37,155.02,0.0,0.0,3059,27.9,2129
Nomi,22128,255,1997,E,219.08,20.53,239.43,0.0,0.0,2674,47.87,2130
Strembo,22184,370,1974,F,18.18,0.0,23.71,0.0,0.0,3505,4.8,2131
Cis,22060,104,1900,F,118.07,18.07,158.62,0.0,0.0,3381,27.65,2132
Molveno,22120,240,1958,F,159.3,79.7,318.1,0.0,0.0,3740,47.7,2133
PanchiÃ ,22134,264,1850,F,97.8,21.4,160.8,0.0,0.0,3921,23.8,2134
Strembo,22184,370,1900,F,98.2,48.4,168.5,0.0,0.0,3505,11.2,2135
Novaledo,22129,257,1970,F,191.07,21.24,226.95,0.0,0.0,3026,43.0,2136
Molveno,22120,240,1958,F,23.9,2.5,39.7,0.0,0.0,3740,6.0,2137
Sover,22177,358,1900,F,652.04,61.9,958.73,0.0,0.0,3687,415.0,2138
Frassilongo,22090,160,1900,F,792.79,46.65,1116.07,0.0,0.0,3720,167.27,2139
Sant'Orsola Terme,22168,334,2003,F,172.9,23.77,283.01,0.0,0.0,3729,65.0,2140
Sant'Orsola Terme,22168,334,2003,F,269.44,23.77,441.39,0.0,0.0,3729,102.0,2141
Tenna,22190,383,1955,F,125.11,28.95,175.63,0.0,0.0,3173,31.12,2142
Spormaggiore,22180,361,1965,F,73.89,20.09,115.5,0.0,0.0,3272,24.0,2143
Cavedago,22052,88,1900,F,63.0,9.01,99.35,0.0,0.0,3739,20.0,2144
Massimeno,22112,218,1930,F,169.53,34.4,281.25,0.0,0.0,3734,52.8,2145
Massimeno,22112,218,1930,F,210.11,67.9,378.42,0.0,0.0,3734,71.7,2146
Massimeno,22112,218,1930,F,182.3,59.92,329.0,0.0,0.0,3734,62.5,2147
Massimeno,22112,218,1930,F,166.38,58.76,294.91,0.0,0.0,3734,58.1,2148
Massimeno,22112,218,1930,F,112.84,59.65,239.25,0.0,0.0,3734,44.4,2149
Massimeno,22112,218,1930,F,203.01,67.93,368.32,0.0,0.0,3734,69.9,2150
Massimeno,22112,218,1930,F,176.08,59.94,320.18,0.0,0.0,3734,60.9,2151
Massimeno,22112,218,1930,F,160.83,58.79,287.34,0.0,0.0,3734,56.7,2152
Massimeno,22112,218,1930,F,106.05,59.7,229.84,0.0,0.0,3734,42.7,2153
Ronzo-Chienis,22135,97,1985,F,99.71,40.32,191.1,0.0,0.0,3837,28.49,2154
Massimeno,22112,218,1995,F,142.73,47.18,253.04,0.0,0.0,3734,38.0,2155
Massimeno,22112,218,1995,F,124.9,48.08,234.21,0.0,0.0,3734,44.6,2156
Massimeno,22112,218,1995,F,131.9,46.65,242.99,0.0,0.0,3734,46.0,2157
Massimeno,22112,218,1995,F,99.25,46.29,199.48,0.0,0.0,3734,37.5,2158
Massimeno,22112,218,1995,F,60.88,47.45,141.71,0.0,0.0,3734,27.8,2159
Massimeno,22112,218,1995,F,62.71,51.49,147.89,0.0,0.0,3734,29.3,2160
Massimeno,22112,218,1995,F,130.78,46.65,235.8,0.0,0.0,3734,45.7,2161
Sarnonico,22170,338,1850,F,351.2,84.8,593.1,0.0,0.0,3893,86.9,2162
Pelugo,22138,271,1975,F,345.57,28.78,468.53,0.0,0.0,3408,101.07,2163
Pelugo,22138,271,1975,F,402.08,28.78,531.52,0.0,0.0,3408,116.34,2164
Ronchi Valsugana,22157,314,1920,F,321.46,61.92,503.44,0.0,0.0,3601,147.9,2165
Stenico,22182,363,1996,F,222.94,27.47,295.45,0.0,0.0,3411,45.29,2166
Cinte Tesino,22059,102,1960,F,186.86,24.61,262.49,0.0,0.0,3718,37.98,2167
Pelugo,22138,271,1980,F,195.78,24.54,255.96,0.0,0.0,3408,50.3,2168
Caderzone Terme,22029,49,2013,F,28.17,16.68,50.67,0.0,0.0,3519,9.2,2169
Sant'Orsola Terme,22168,334,2011,F,38.87,14.73,81.27,0.0,0.0,3729,13.41,2170
Imer,22097,171,1968,F,269.13,22.98,388.24,0.0,0.0,3436,17.9,2171
Campodenno,22037,61,1999,F,76.63,5.93,98.93,0.0,0.0,3224,20.0,2172
Nomi,22128,255,1995,E,98.24,35.07,133.84,0.0,0.0,2674,26.96,2173
Sover,22177,358,1900,F,142.87,9.12,206.47,0.0,0.0,3687,30.37,2174
Ospedaletto,22130,260,1985,E,46.87,1.73,52.76,0.0,0.0,2952,40.45,2175
Sporminore,22181,362,1970,F,82.4,33.5,132.7,0.0,0.0,3194,23.2,2176
Sporminore,22181,362,1970,F,39.2,33.9,82.1,0.0,0.0,3194,14.6,2177
Carzano,22043,74,2009,F,25.63,22.87,53.03,0.0,0.0,3066,10.04,2178
Molveno,22120,240,1996,F,98.13,25.48,157.3,0.0,0.0,3740,28.2,2179
Sarnonico,22170,338,2001,F,90.16,12.77,136.84,0.0,0.0,3893,24.24,2180
Bondone,22021,33,1975,F,313.32,27.55,374.54,0.0,0.0,3514,69.12,2181
Terzolas,22195,392,1990,F,107.7,30.4,174.8,0.0,0.0,3569,36.0,2182
Terzolas,22195,392,1990,F,107.7,30.4,174.8,0.0,0.0,3569,36.0,2183
Castel Condino,22045,80,2004,F,120.33,26.92,176.88,0.0,0.0,3656,39.26,2184
Bleggio Superiore,22017,303,1900,F,397.32,41.49,507.08,0.0,0.0,3349,190.1,2185
Cimone,22058,101,1998,F,106.24,22.66,143.82,0.0,0.0,3218,34.0,2186
Bresimo,22026,45,1974,F,166.55,38.0,251.94,0.0,0.0,4007,54.6,2187
Molveno,22120,240,2013,F,7.99,2.71,14.19,0.0,0.0,3740,0.11,2188
Bedollo,22011,20,2001,F,163.97,12.65,277.34,0.0,0.0,4043,74.0,2189
Nomi,22128,255,1980,E,187.85,23.33,189.62,0.0,0.0,2674,42.2,2190
RuffrÃ¨-Mendola,22162,323,1995,F,75.85,22.98,136.71,0.0,0.0,4263,1.0,2191
Sant'Orsola Terme,22168,334,2004,F,185.76,19.23,289.87,0.0,0.0,3729,49.2,2192
Sporminore,22181,362,2007,F,61.8,10.2,87.2,0.0,0.0,3194,14.4,2193
Telve di Sopra,22189,381,1976,F,63.38,23.78,109.49,0.0,0.0,3405,17.66,2194
Croviana,22068,121,1900,F,125.48,23.26,194.32,0.0,0.0,3516,39.4,2195
Campodenno,22037,61,1967,F,71.9,5.9,96.5,0.0,0.0,3224,15.5,2196
Tenna,22190,383,1994,F,206.79,29.2,288.42,0.0,0.0,3173,59.0,2197
Segonzano,22172,345,1998,F,71.55,21.53,113.38,0.0,0.0,3420,14.73,2198
Segonzano,22172,345,1998,F,91.88,24.51,134.86,0.0,0.0,3420,19.06,2199
Drena,22078,139,2012,F,267.66,40.95,326.18,0.0,0.0,3012,88.1,2200
Fai della Paganella,22081,144,2008,F,37.25,27.7,83.91,0.0,0.0,3884,8.37,2201
Cavizzana,22054,89,2009,F,96.9,19.0,145.8,0.0,0.0,3498,30.6,2202
PanchiÃ ,22134,264,1998,F,127.36,25.78,198.14,0.0,0.0,3921,26.41,2203
Strembo,22184,370,1997,F,117.8,27.3,177.9,0.0,0.0,3505,32.2,2204
Ronzo-Chienis,22135,97,1976,F,301.22,28.22,476.87,0.0,0.0,3837,52.2,2205
Imer,22097,171,1992,F,61.77,0.58,73.24,0.0,0.0,3436,0.26,2206
Molveno,22120,240,2002,F,49.5,27.9,103.7,0.0,0.0,3740,16.8,2207
Bedollo,22011,20,1950,F,391.85,25.45,666.74,0.0,0.0,4043,57.17,2208
Bondone,22021,33,1980,F,342.7,68.1,459.4,0.0,0.0,3514,107.8,2209
Bondone,22021,33,1980,F,309.6,68.1,421.6,0.0,0.0,3514,98.6,2210
Telve di Sopra,22189,381,1900,F,298.77,31.12,369.68,0.0,0.0,3405,65.91,2211
Bondone,22021,33,1980,F,339.6,68.1,456.0,0.0,0.0,3514,107.0,2212
Bondone,22021,33,1980,F,293.9,64.7,400.3,0.0,0.0,3514,93.9,2213
Bondone,22021,33,1980,F,304.5,68.1,416.0,0.0,0.0,3514,97.2,2214
Caldes,22033,54,1976,F,260.7,95.7,429.6,0.0,0.0,3326,67.8,2215
Ronchi Valsugana,22157,314,1981,F,330.8,113.9,534.1,0.0,0.0,3601,85.8,2216
Sover,22177,358,1900,F,196.27,27.4,286.04,0.0,0.0,3687,45.17,2217
Cavedago,22052,88,1910,F,178.1,24.24,253.96,0.0,0.0,3739,53.24,2218
Cavedago,22052,88,1910,F,208.51,23.89,283.54,0.0,0.0,3739,61.18,2219
Cavedago,22052,88,1910,F,226.4,22.76,314.44,0.0,0.0,3739,65.6,2220
Cavedago,22052,88,1910,F,240.32,20.84,308.01,0.0,0.0,3739,68.78,2221
Cavedago,22052,88,1910,F,292.77,22.65,376.55,0.0,0.0,3739,83.09,2222
Livo,22106,192,1986,F,113.69,26.89,183.68,0.0,0.0,3547,50.0,2223
Ronchi Valsugana,22157,314,1981,F,255.8,113.9,442.9,0.0,0.0,3601,68.9,2224
Pelugo,22138,271,1954,F,310.35,111.56,463.98,0.0,0.0,3408,112.23,2225
Cavizzana,22054,89,1991,F,31.26,1.13,42.63,0.0,0.0,3498,7.49,2226
Cavizzana,22054,89,1995,F,53.39,3.14,72.78,0.0,0.0,3498,12.79,2227
Cavizzana,22054,89,1995,F,21.69,5.84,35.96,0.0,0.0,3498,5.19,2228
Sagron Mis,22164,326,1913,F,171.24,8.03,267.05,0.0,0.0,4047,7.0,2229
PanchiÃ ,22134,264,1900,F,131.64,38.14,214.27,0.0,0.0,3921,44.66,2230
Pelugo,22138,271,2000,F,82.31,24.43,121.94,0.0,0.0,3408,24.3,2231
Pelugo,22138,271,2000,F,72.25,22.97,112.65,0.0,0.0,3408,21.7,2232
Tenna,22190,383,1983,F,213.13,27.95,271.71,0.0,0.0,3173,44.52,2233
Tenna,22190,383,1983,F,192.7,27.97,250.05,0.0,0.0,3173,40.42,2234
Pelugo,22138,271,2000,F,58.5,24.43,96.5,0.0,0.0,3408,18.9,2235
Pelugo,22138,271,2000,F,59.37,24.43,96.22,0.0,0.0,3408,19.1,2236
Pelugo,22138,271,2000,F,130.74,23.96,179.04,0.0,0.0,3408,35.2,2237
Pelugo,22138,271,2000,F,67.3,23.65,106.39,0.0,0.0,3408,20.8,2238
Pelugo,22138,271,2000,F,119.53,24.43,166.93,0.0,0.0,3408,32.7,2239
Pelugo,22138,271,2000,F,63.4,25.26,101.78,0.0,0.0,3408,20.0,2240
Pelugo,22138,271,2000,F,57.57,24.43,94.71,0.0,0.0,3408,18.9,2241
Vignola-Falesina,22216,425,1965,F,233.67,60.11,382.95,0.0,0.0,3926,28.69,2242
Stenico,22182,363,1989,F,206.45,30.79,272.07,0.0,0.0,3411,55.93,2243
Pelugo,22138,271,2000,F,108.2,23.88,153.1,0.0,0.0,3408,30.2,2244
Ospedaletto,22130,260,1989,E,20.64,5.59,28.81,0.0,0.0,2952,5.5,2245
Soraga di Fassa,22176,356,1982,F,88.58,22.9,175.01,0.0,0.0,4294,22.18,2246
Imer,22097,171,1970,F,486.13,0.0,678.99,0.0,0.0,3436,0.0,2247
Imer,22097,171,1900,F,250.5,37.66,367.77,0.0,0.0,3436,101.0,2248
Cimone,22058,101,1800,F,182.2,26.84,238.65,0.0,0.0,3218,37.55,2249
Giovo,22092,163,2006,F,80.01,36.05,127.88,0.0,0.0,3059,16.8,2250
Imer,22097,171,1980,F,98.98,27.75,167.3,0.0,0.0,3436,31.5,2251
Strembo,22184,370,2011,F,22.6,8.8,39.5,0.0,0.0,3505,0.6,2252
Caderzone Terme,22029,49,1970,F,628.04,25.25,787.45,0.0,0.0,3519,173.6,2253
Stenico,22182,363,2004,F,47.92,0.13,61.32,0.0,0.0,3411,11.66,2254
Imer,22097,171,1920,F,302.82,23.2,433.6,0.0,0.0,3436,119.0,2255
Caderzone Terme,22029,49,1800,F,31.6,6.8,47.6,0.0,0.0,3519,10.0,2256
Imer,22097,171,1920,F,258.28,37.59,386.61,0.0,0.0,3436,106.0,2257
Torcegno,22202,401,1990,F,42.01,10.46,67.85,0.0,0.0,3590,11.0,2258
Strembo,22184,370,1970,F,230.19,27.78,297.02,0.0,0.0,3505,72.11,2259
Strembo,22184,370,2003,F,164.03,25.44,245.25,0.0,0.0,3505,39.18,2260
Terzolas,22195,392,1925,F,107.26,20.92,161.79,0.0,0.0,3569,0.48,2261
Pelugo,22138,271,2000,F,115.0,24.43,159.21,0.0,0.0,3408,31.7,2262
Pelugo,22138,271,2000,F,124.6,24.0,171.51,0.0,0.0,3408,33.8,2263
Ronchi Valsugana,22157,314,1970,F,188.46,10.37,266.58,0.0,0.0,3601,52.53,2264
Ronchi Valsugana,22157,314,1970,F,238.04,12.46,340.4,0.0,0.0,3601,66.18,2265
Strembo,22184,370,1999,F,136.93,21.14,187.93,0.0,0.0,3505,42.9,2266
Fai della Paganella,22081,144,1989,F,373.94,67.93,606.87,0.0,0.0,3884,263.0,2267
Bleggio Superiore,22017,181,1800,F,231.1,44.15,315.42,0.0,0.0,3349,77.6,2268
Bleggio Superiore,22017,303,1900,F,365.9,19.1,415.9,0.0,0.0,3349,77.6,2269
Bedollo,22011,20,1900,F,504.57,62.29,802.38,0.0,0.0,4043,348.0,2270
Ronzo-Chienis,22135,317,2002,F,71.73,22.86,139.64,0.0,0.0,3837,32.0,2271
Bedollo,22011,20,1900,F,133.58,11.38,213.44,0.0,0.0,4043,44.0,2272
Valfloriana,22209,412,1900,F,20.42,1.19,30.04,0.0,0.0,3721,4.05,2273
Strembo,22184,370,1967,F,257.83,22.97,356.46,0.0,0.0,3505,59.3,2274
Cavedago,22052,88,1950,F,534.43,38.24,676.57,0.0,0.0,3739,131.71,2275
Tenna,22190,383,1900,F,139.34,26.53,188.26,0.0,0.0,3173,33.14,2276
Tenna,22190,383,1900,F,132.51,33.46,184.28,0.0,0.0,3173,33.16,2277
Giovo,22092,163,1900,F,516.18,54.1,664.98,0.0,0.0,3059,288.0,2278
