Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"A22 (Avio)","Ossido di Carbonio",2024-09-03,6,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,7,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,8,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,9,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,10,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,11,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,12,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,13,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,14,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,15,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,16,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,18,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,19,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,21,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,22,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,23,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-03,24,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,1,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,4,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,6,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,7,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,8,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,9,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,10,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,11,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,12,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,13,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,14,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,15,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,16,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,18,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,19,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,21,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,22,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,23,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-04,24,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,1,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,4,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,6,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,7,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,8,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,9,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,10,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,11,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,12,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,13,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,14,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,15,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,16,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,18,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,19,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,21,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,22,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,23,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-05,24,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,1,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,4,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,6,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,7,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,8,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,9,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,10,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,11,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,12,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,14,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,15,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,16,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,17,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,18,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,19,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,21,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,22,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,23,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-06,24,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,1,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,4,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,6,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,7,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,8,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,9,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,10,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,11,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,12,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,13,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,14,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,15,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,16,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,18,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,19,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,21,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,22,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,23,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-07,24,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,1,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,4,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,6,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,7,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,8,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,9,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,10,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,11,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,12,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,13,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,14,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,15,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,16,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,18,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,19,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,21,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,22,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,23,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-08,24,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,1,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,4,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,6,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,7,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,8,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,9,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,10,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,11,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,12,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,13,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,14,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,15,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,16,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,18,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,19,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,21,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,22,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,23,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-09,24,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,1,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,4,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,6,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,7,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,8,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,9,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,10,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,11,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,12,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,13,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,14,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,15,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,16,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,18,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,19,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,21,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,22,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,23,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-10,24,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,1,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,4,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,6,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,7,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,8,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,9,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,10,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,11,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,12,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,13,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,14,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,15,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,16,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,18,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,19,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,21,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,22,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,23,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-11,24,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,1,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,4,0.4,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,6,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,7,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,8,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,9,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,10,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,11,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,13,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,14,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,15,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,16,4.3,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,18,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,19,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,21,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,22,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,23,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-12,24,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,1,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,4,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,6,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,7,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,8,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,9,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,10,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,11,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,12,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,13,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,14,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,15,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,16,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,18,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,19,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,21,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,22,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,23,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-13,24,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,1,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,4,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,6,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,7,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,8,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,9,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,10,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,11,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,12,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,13,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,14,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,15,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,16,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,18,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,19,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,21,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,22,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,23,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-14,24,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,1,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,4,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,6,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,7,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,8,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,9,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,10,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,11,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,12,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,13,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,14,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,15,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,16,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,18,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,19,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,21,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,22,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,23,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-15,24,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,1,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,4,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,6,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,7,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,8,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,9,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,10,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,11,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,12,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,13,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,14,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,15,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,16,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,18,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,19,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,20,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,21,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,22,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,23,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-16,24,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,1,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,2,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,3,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,4,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,5,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,6,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,7,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,8,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,9,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,10,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,11,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,12,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,13,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,14,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,15,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,16,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,17,0.5,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,18,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,19,0.6,mg/mc
"A22 (Avio)","Ossido di Carbonio",2024-09-17,20,0.6,mg/mc
